,Team,Conference,% Time in Playoffs,% Make Playoffs Due to AQ,% of Appearances Due to AQ
0,Georgia,SEC,78.7,0.0,0.0
1,Washington,Pac-12,70.6,0.0,0.0
2,Florida State,ACC,67.45,0.0,0.0
3,Ohio State,Big Ten,50.7,0.0,0.0
4,Michigan,Big Ten,50.25,0.0,0.0
5,Texas,Big 12,28.4,0.0,0.0
6,Oregon,Pac-12,27.35,0.0,0.0
7,Alabama,SEC,20.85,0.0,0.0
8,Louisville,ACC,5.7,0.0,0.0
